seq_len,fold,epoch,mse,mae,rmse
24,2,19,1031.7718505859375,24.98494529724121,32.12120562161292
24,2,20,965.8511352539062,23.92809295654297,31.07814562122242
24,2,21,1101.530029296875,25.89309310913086,33.18930594780305
24,2,22,1093.0604248046875,25.986263275146484,33.061464347555564
24,2,23,1066.9259033203125,25.316986083984375,32.66383173052899
24,2,24,1038.2916259765625,25.505287170410156,32.22253289200839
24,2,25,941.135009765625,23.607275009155273,30.677923817716625
24,2,26,1094.0654296875,25.44626235961914,33.07665989315578
24,2,27,1135.2578125,26.040616989135742,33.69358711238683
24,2,28,941.2635498046875,23.511018753051758,30.680018738662586
24,2,29,877.7612915039062,22.241344451904297,29.627036495469916
24,2,30,1003.7962036132812,23.945676803588867,31.682742993833113
24,2,31,979.1466064453125,23.672042846679688,31.291318387778304
24,2,32,914.2987670898438,22.6022891998291,30.237373680428064
24,2,33,1010.4491577148438,24.15183448791504,31.787562940792483
24,2,34,1004.2625732421875,24.196853637695312,31.69010213366608
24,2,35,1146.3289794921875,25.748977661132812,33.857480406731206
24,2,36,1005.2481079101562,23.850419998168945,31.70564788661724
24,2,37,894.6502685546875,21.990232467651367,29.910704915710152
24,2,38,1031.8575439453125,24.23680877685547,32.12253950025297
24,2,39,903.9412231445312,22.38412857055664,30.0656152962904
24,2,40,1017.0413208007812,23.78670310974121,31.89108528728336
24,2,41,1031.5789794921875,24.083593368530273,32.118203241965254
24,2,42,950.855712890625,23.035369873046875,30.83594838643081
24,2,43,1014.7874145507812,23.805740356445312,31.855728127776036
24,2,44,997.972412109375,23.313371658325195,31.59070135513574
24,2,45,958.9140625,23.109678268432617,30.96633757001302
24,2,46,1141.7073974609375,25.90038299560547,33.78916094638838
24,2,47,1081.0089111328125,24.72677993774414,32.87869996111179
24,2,48,1037.3919677734375,24.18777847290039,32.20856978776669
24,2,49,986.839599609375,23.25371551513672,31.414003240742417
24,2,50,1036.5108642578125,23.85813331604004,32.19488879089059
24,2,51,1047.539794921875,23.92024803161621,32.36571944082002
24,2,52,945.608154296875,22.76669692993164,30.750742337330248
24,2,53,1072.711669921875,25.27223014831543,32.75227732420869
24,2,54,996.165771484375,23.666074752807617,31.562093902090446
24,2,55,968.4863891601562,22.94162368774414,31.120513960411326
24,2,56,1033.7960205078125,23.915651321411133,32.15269849496015
24,2,57,952.564208984375,22.541454315185547,30.863638945924297
24,2,58,1160.566650390625,25.494911193847656,34.06709043036439
24,2,59,961.5388793945312,22.65824317932129,31.008690385028054
24,2,60,1099.728515625,24.58924102783203,33.162154870047274
24,2,61,1066.443359375,23.792163848876953,32.656444377411944
24,2,62,1075.37060546875,24.318790435791016,32.792843814904955
24,2,63,1126.022216796875,25.70792579650879,33.556254510849016
24,2,64,1021.9171142578125,23.62027359008789,31.967438343692987
24,2,65,958.7296752929688,22.587526321411133,30.963360206750313
24,2,66,1111.5487060546875,24.34256362915039,33.33989661133771
24,2,67,1039.9058837890625,23.865358352661133,32.247571750273885
24,2,68,1205.276611328125,26.268430709838867,34.71709393552584
24,2,69,1067.3516845703125,24.11908721923828,32.67034870597975
24,2,70,1088.7149658203125,24.127904891967773,32.995681017677335
24,2,71,1010.3661499023438,23.80219268798828,31.78625724904308
24,2,72,1148.3682861328125,25.82610321044922,33.88758306714736
24,2,73,944.2393188476562,22.75541114807129,30.72847732719043
24,2,74,1030.071044921875,23.424880981445312,32.09471989162509
24,2,75,1024.9869384765625,23.72985076904297,32.01541719978927
24,2,76,1062.6126708984375,25.02164077758789,32.59774027288452
24,2,77,1095.525146484375,24.229978561401367,33.0987182000206
24,2,78,1090.9090576171875,24.139036178588867,33.028912449809596
24,2,79,1042.90869140625,24.070974349975586,32.294096850759736
24,2,80,1022.6179809570312,23.707019805908203,31.97839866155013
24,2,81,1115.51416015625,24.715646743774414,33.39931376774454
24,2,82,1054.796142578125,23.905330657958984,32.47762526075644
24,2,83,1040.442138671875,23.60792350769043,32.25588533387163
24,2,84,1059.2188720703125,24.914915084838867,32.545642904547336
24,2,85,1064.705078125,23.483707427978516,32.62981884909875
24,2,86,1177.4873046875,24.885921478271484,34.31453488956976
24,2,87,1017.4637451171875,23.40475082397461,31.897707521343715
24,2,88,1048.2725830078125,24.02115821838379,32.377037897371224
24,2,89,1116.1942138671875,24.196226119995117,33.40949287054785
24,2,90,1112.3433837890625,24.114681243896484,33.35181230141868
24,2,91,996.3712768554688,23.58030128479004,31.565349306723483
24,2,92,1055.714111328125,24.340402603149414,32.491754512924125
24,2,93,1054.849609375,23.782209396362305,32.47844838312015
24,2,94,1075.427490234375,23.998952865600586,32.793711138484696
24,2,95,1077.9180908203125,23.943532943725586,32.83166293108396
24,2,96,1034.6856689453125,23.256025314331055,32.16653025965518
24,2,97,1169.85791015625,25.010435104370117,34.203185672627775
24,2,98,1057.6968994140625,24.143129348754883,32.52225237301474
24,2,99,1036.1126708984375,24.584497451782227,32.18870408852207
24,2,100,1129.9388427734375,24.389816284179688,33.614562956751904
24,2,101,1128.4317626953125,24.35793685913086,33.59213840611093
24,2,102,1122.2027587890625,24.51201629638672,33.49929489987905
24,2,103,1206.409423828125,25.12397003173828,34.733405013446706
24,2,104,1113.7872314453125,25.443359375,33.37345099694235
24,2,105,1093.9190673828125,24.42423439025879,33.07444734810867
24,2,106,1058.4610595703125,23.91628646850586,32.533998518016695
24,2,107,1183.2144775390625,25.2402400970459,34.397884782920336
24,2,108,1172.6649169921875,25.090730667114258,34.24419537662095
24,2,109,1131.6893310546875,24.532032012939453,33.64059052773431
24,2,110,1094.2918701171875,24.775121688842773,33.08008268002345
24,2,111,1150.227294921875,24.064062118530273,33.91500103083995
24,2,112,1216.495361328125,25.452770233154297,34.878293555277686
24,2,113,1305.9232177734375,26.314685821533203,36.13755965437397
24,2,114,1146.3271484375,24.66916847229004,33.857453366097985
24,2,115,1151.8873291015625,24.94114112854004,33.93946565727814
24,2,116,1166.5194091796875,24.08768653869629,34.15434685628884
24,2,117,1041.291259765625,23.15565299987793,32.26904491560953
24,2,118,1059.796142578125,24.095767974853516,32.554510326191746
24,2,119,1079.8272705078125,24.107112884521484,32.86072534969082
24,2,120,1123.71435546875,24.669580459594727,33.521848926763425
24,2,121,1247.838134765625,25.22311782836914,35.3247524374287
24,2,122,1192.6002197265625,25.30152130126953,34.534044358090505
24,2,123,1176.0445556640625,25.72316551208496,34.293506027585785
24,2,124,1191.3114013671875,24.508440017700195,34.515379200686574
24,2,125,1165.387939453125,24.663625717163086,34.13777877151829
24,2,126,1110.737548828125,24.44740104675293,33.32772942803222
24,2,127,1199.0452880859375,25.418256759643555,34.627233329937546
24,2,128,1197.5234375,24.965234756469727,34.60525158845114
24,2,129,1109.8065185546875,24.315282821655273,33.31375869749145
24,2,130,1188.385009765625,25.196996688842773,34.47296055991747
24,2,131,1240.7940673828125,25.37948226928711,35.22490691801488
24,2,132,1147.344970703125,24.729917526245117,33.8724810237326
24,2,133,1215.7919921875,25.378385543823242,34.868208904208146
24,2,134,1152.0592041015625,24.919981002807617,33.94199764453416
24,2,135,1441.9129638671875,27.675891876220703,37.972529068619956
24,2,136,1133.2158203125,24.46533203125,33.66327108752951
24,2,137,1185.4185791015625,25.17774772644043,34.42990820640628
24,2,138,1214.4737548828125,25.616352081298828,34.84930063692545
24,2,139,1175.7867431640625,25.612926483154297,34.28974691017801
24,2,140,1282.9083251953125,25.765079498291016,35.81770965870532
24,2,141,1182.5655517578125,24.815418243408203,34.38845084847255
24,2,142,1221.1131591796875,25.8884334564209,34.944429587270236
24,2,143,1071.3699951171875,24.671295166015625,32.73178875523285
24,2,144,1241.6988525390625,25.74533462524414,35.23774755200824
24,2,145,1193.60107421875,24.74875259399414,34.54853215722413
24,2,146,1122.998046875,24.98516082763672,33.51116301883598
24,2,147,1128.349609375,24.862157821655273,33.590915578099384
24,2,148,1158.678466796875,25.22715187072754,34.039366427665406
24,2,149,1088.2642822265625,24.38919448852539,32.9888508776308
24,2,150,1173.244384765625,24.81290626525879,34.25265514913588
24,3,1,8191.4462890625,70.60919952392578,90.50660909051062
24,3,2,5531.8828125,56.54403305053711,74.37662813343988
24,3,3,4203.75244140625,48.77703857421875,64.8363512345216
24,3,4,3286.482666015625,43.0546875,57.327852445522716
24,3,5,2098.01904296875,33.784786224365234,45.804137836758265
24,3,6,1316.0887451171875,26.51508331298828,36.27793744298575
24,3,7,951.7507934570312,22.289825439453125,30.8504585615357
24,3,8,846.4586791992188,21.403383255004883,29.09396293390123
24,3,9,757.5836791992188,20.26400375366211,27.524238031219298
24,3,10,775.446533203125,20.51616668701172,27.846840632343287
24,3,11,762.0999755859375,20.40275764465332,27.60615829096721
24,3,12,776.2742919921875,20.624601364135742,27.86169937373145
24,3,13,790.6431274414062,20.889663696289062,28.118377041383564
24,3,14,810.4676513671875,21.218019485473633,28.468713553077656
24,3,15,827.2388305664062,21.48746109008789,28.761759865599434
24,3,16,833.4267578125,21.623695373535156,28.869131573576993
24,3,17,874.2153930664062,22.19904136657715,29.567133663350024
24,3,18,845.5286254882812,22.33159637451172,29.077974920690078
24,3,19,838.2562255859375,21.513193130493164,28.95265489702002
24,3,20,1021.8408203125,24.36189842224121,31.966245014272477
24,3,21,900.4590454101562,22.95273208618164,30.00764978151665
24,3,22,960.7794189453125,24.071231842041016,30.99644203687437
24,3,23,1047.8753662109375,25.328222274780273,32.37090307994106
24,3,24,963.2113037109375,24.277267456054688,31.03564569508644
24,3,25,1103.3248291015625,26.339258193969727,33.21633376972183
24,3,26,1081.4210205078125,25.48385238647461,32.88496648178028
24,3,27,1019.6690673828125,25.06441879272461,31.93225747395277
24,3,28,1062.6864013671875,25.67111587524414,32.59887116706938
24,3,29,1151.103759765625,26.16983413696289,33.92792006247399
24,3,30,1136.5755615234375,25.72425079345703,33.71313633472029
24,3,31,1083.886962890625,26.36138153076172,32.92243859270794
24,3,32,1211.19873046875,27.873464584350586,34.80228053545845
24,3,33,1159.6571044921875,26.365015029907227,34.05373848041045
24,3,34,1168.412353515625,26.401731491088867,34.18204723997123
24,3,35,1190.53515625,26.329063415527344,34.50413245178032
24,3,36,1111.70263671875,25.32663917541504,33.34220503684107
24,3,37,1147.8970947265625,26.29002571105957,33.88063008160507
24,3,38,1050.6859130859375,24.26551055908203,32.414285632818405
24,3,39,1129.74560546875,25.228620529174805,33.61168852451108
24,3,40,1206.4840087890625,26.11208724975586,34.73447867449665
24,3,41,1125.06201171875,25.756624221801758,33.5419440658819
24,3,42,1298.902587890625,27.935853958129883,36.04029117377696
24,3,43,1643.262451171875,30.33670425415039,40.53717369491705
24,3,44,1156.5250244140625,25.904375076293945,34.00772007080249
24,3,45,1299.750732421875,27.372520446777344,36.05205586955999
24,3,46,1343.843017578125,28.390972137451172,36.6584644738173
24,3,47,1218.12548828125,26.54914093017578,34.90165452068498
24,3,48,1349.0531005859375,27.834884643554688,36.72945821252932
24,3,49,1268.82080078125,27.487478256225586,35.62051095620682
24,3,50,1320.6512451171875,27.276655197143555,36.340765609948114
24,3,51,1338.588134765625,27.866710662841797,36.58672074353788
24,3,52,1437.888916015625,29.340967178344727,37.91950574593009
24,3,53,1588.957275390625,30.235807418823242,39.86172694942638
24,3,54,1334.3580322265625,28.126073837280273,36.528865739666244
24,3,55,1531.0557861328125,30.05432891845703,39.128707953787746
24,3,56,1734.1732177734375,31.77476692199707,41.643405453606185
24,3,57,1453.33251953125,29.269514083862305,38.12259854117043
24,3,58,1574.8350830078125,30.773204803466797,39.68419185277448
24,3,59,1967.9505615234375,34.32237243652344,44.3615888074744
24,3,60,1439.971923828125,28.710447311401367,37.946961984171075
24,3,61,1668.865966796875,31.148683547973633,40.851755981804196
24,3,62,1334.141357421875,27.747873306274414,36.52589981673107
24,3,63,1356.48193359375,27.894054412841797,36.830448457679005
24,3,64,1538.486083984375,29.20860481262207,39.223539921638576
24,3,65,1493.254150390625,29.3176326751709,38.64264678293433
24,3,66,1442.405029296875,28.786144256591797,37.979007745027715
24,3,67,1785.6361083984375,32.1067008972168,42.256787719826
24,3,68,1604.16943359375,30.076576232910156,40.05208401061984
24,3,69,1461.7510986328125,28.80101203918457,38.232853655368345
24,3,70,1891.7183837890625,33.079036712646484,43.49388903960029
24,3,71,1419.8450927734375,28.354204177856445,37.680831901292166
24,3,72,1641.9854736328125,30.5761775970459,40.52141993603892
24,3,73,1533.3675537109375,29.45484733581543,39.15823736726332
24,3,74,1567.2257080078125,29.704898834228516,39.588201626340805
24,3,75,1911.1142578125,32.743019104003906,43.71629281872492
24,3,76,1563.5283203125,29.70528793334961,39.54147595010207
24,3,77,1653.435791015625,30.80850601196289,40.662461693995176
24,3,78,1614.7935791015625,30.497257232666016,40.184494262110135
24,3,79,1738.9542236328125,31.91883659362793,41.70077006042949
24,3,80,1989.903076171875,34.0827751159668,44.60832967251604
24,3,81,1969.7220458984375,34.16267013549805,44.381550737873475
24,3,82,1792.9412841796875,32.63890838623047,42.34313739178626
24,3,83,2112.388916015625,35.22276306152344,45.96073232679855
24,3,84,1839.347900390625,32.491798400878906,42.88761943021115
24,3,85,2359.698974609375,38.22199249267578,48.576732852358184
24,3,86,1816.1368408203125,32.38106918334961,42.61615703955851
24,3,87,1728.3516845703125,31.968196868896484,41.57344927439041
24,3,88,1733.857421875,31.42708396911621,41.639613613421055
24,3,89,1879.9708251953125,33.270545959472656,43.3586303427047
24,3,90,2014.9190673828125,34.32038497924805,44.887849885941435
24,3,91,1766.7919921875,32.10319137573242,42.033224860668255
24,3,92,2330.32763671875,37.050941467285156,48.27346721252525
24,3,93,2079.88525390625,34.74774932861328,45.60575899934404
24,3,94,2135.3583984375,34.86659622192383,46.20993830809017
24,3,95,2327.30615234375,37.23233413696289,48.24216156375821
24,3,96,2150.27587890625,35.40545654296875,46.371067260806605
24,3,97,2258.307373046875,36.592079162597656,47.521651623727
24,3,98,2297.3837890625,36.36478042602539,47.931031587714656
24,3,99,2358.911865234375,37.269874572753906,48.56863046488314
24,3,100,2367.23583984375,37.21744155883789,48.65424791160326
24,3,101,2503.767822265625,38.38904571533203,50.037664036859525
24,3,102,2367.059814453125,37.08275604248047,48.652438936328004
24,3,103,2251.07666015625,36.641944885253906,47.44551253971497
24,3,104,2259.2998046875,36.46525192260742,47.53209236597417
24,3,105,2406.722900390625,37.97771453857422,49.05836218618213
24,3,106,2188.584716796875,36.26227569580078,46.782312007818454
24,3,107,2271.37158203125,36.52946090698242,47.65890873731007
24,3,108,2180.68505859375,35.917118072509766,46.69780571497712
24,3,109,2171.046630859375,35.88674545288086,46.594491421834135
24,3,110,2606.156982421875,39.88922882080078,51.05053361544691
24,3,111,2119.632568359375,35.26849365234375,46.03946750733956
24,3,112,2180.334716796875,36.283382415771484,46.69405440521175
24,3,113,2082.462158203125,34.7802734375,45.63400221548758
24,3,114,1917.456787109375,33.646480560302734,43.78877467010666
24,3,115,2046.4954833984375,34.746097564697266,45.23820822488925
24,3,116,2134.334228515625,35.454166412353516,46.19885527278382
24,3,117,2024.630859375,34.15373992919922,44.995898250562796
24,3,118,2216.6142578125,36.110843658447266,47.08093306013062
24,3,119,2164.028076171875,34.844295501708984,46.51911516970067
24,3,120,2411.573974609375,37.61665344238281,49.107779165926196
24,3,121,2375.255615234375,36.38263702392578,48.73659421045314
24,3,122,2032.2825927734375,34.06511688232422,45.080845076079015
24,3,123,2098.951416015625,34.351600646972656,45.814314531766435
24,3,124,1894.083984375,33.127647399902344,43.52107517485063
24,3,125,1869.27099609375,32.61385726928711,43.23506674094247
24,3,126,2139.135498046875,35.724239349365234,46.250789161341615
24,3,127,2110.679443359375,34.88505172729492,45.94213146295429
24,3,128,2286.69970703125,37.452205657958984,47.81944904566812
24,3,129,2713.690185546875,39.59933853149414,52.0930915337809
24,3,130,2422.900634765625,38.61761474609375,49.22296856921192
24,3,131,2176.76025390625,36.15565872192383,46.65576335144727
24,3,132,2555.002685546875,39.883056640625,50.547034389238654
24,3,133,2355.28076171875,37.45386505126953,48.53123490823977
24,3,134,2721.973876953125,40.751319885253906,52.17253949112622
24,3,135,2256.476806640625,36.348331451416016,47.50238737832684
24,3,136,2354.676025390625,37.3091926574707,48.52500412561162
24,3,137,2183.35107421875,36.14024353027344,46.7263424014629
24,3,138,2235.317138671875,36.28310775756836,47.27914062958288
24,3,139,2158.866455078125,35.54161834716797,46.46360355243795
24,3,140,2220.28564453125,36.32450485229492,47.11990709383084
24,3,141,2389.1767578125,37.316490173339844,48.8792057813187
24,3,142,2240.119140625,36.01801300048828,47.32989690063776
24,3,143,2556.3544921875,38.3376350402832,50.56040439105981
24,3,144,2468.69140625,37.99873733520508,49.68592764807758
24,3,145,2389.90869140625,37.15691375732422,48.88669237539241
24,3,146,2322.111328125,37.231929779052734,48.18829036316811
24,3,147,2327.7509765625,36.468013763427734,48.24677166984854
24,3,148,2465.4775390625,38.45857620239258,49.65357528982681
24,3,149,2392.767822265625,37.38313293457031,48.915926059573124
24,3,150,2568.18505859375,39.42776870727539,50.677263724413436
24,4,1,48629.62109375,212.4341278076172,220.52124862187318
24,4,2,33780.4296875,175.6853485107422,183.7945311686395
24,4,3,13454.7373046875,107.69197082519531,115.99455722010192
24,4,4,16730.35546875,121.91361236572266,129.3458753449448
24,4,5,12817.4111328125,105.52725219726562,113.21400590391853
24,4,6,8070.39794921875,81.81346893310547,89.8353936331263
24,4,7,5927.76904296875,68.18946075439453,76.9920063576002
24,4,8,3936.42236328125,52.972774505615234,62.74091458754207
24,4,9,2925.78564453125,44.0133056640625,54.090531930562946
24,4,10,2633.701171875,41.8665771484375,51.31959832145026
24,4,11,2526.0810546875,41.00215530395508,50.26013385067235
24,4,12,2492.208984375,41.402156829833984,49.92202904905809
